PHI,T,P,NH3,H2,CH4,LBV,REF NO
1.3,380,5,0,100,0,320.39,1D
1.4,380,5,0,100,0,332.24,1D
1.5,380,5,0,100,0,338.46,1D
1.6,380,5,0,100,0,340.12,1D
1.7,380,5,0,100,0,338.44,1D
0.7,380,7,0,100,0,100.91,1D
0.8,380,7,0,100,0,141.2,1D
0.9,380,7,0,100,0,181.43,1D
1.1,380,7,0,100,0,252.9,1D
1.2,380,7,0,100,0,279.15,1D
1.3,380,7,0,100,0,297.54,1D
1.4,380,7,0,100,0,308.78,1D
1.5,380,7,0,100,0,314.21,1D
1.6,380,7,0,100,0,315.14,1D
1.7,380,7,0,100,0,312.72,1D
0.7,380,9,0,100,0,88.88,1D
0.8,380,9,0,100,0,126.27,1D
0.9,380,9,0,100,0,164.4,1D
1.1,380,9,0,100,0,233.83,1D
1.2,380,9,0,100,0,259.45,1D
1.3,380,9,0,100,0,276.98,1D
1.4,380,9,0,100,0,287.36,1D
1.5,380,9,0,100,0,292.04,1D
1.6,380,9,0,100,0,292.45,1D
1.7,380,9,0,100,0,289.56,1D
0.7,400,3,0,100,0,156.96,1D
0.8,400,3,0,100,0,207.02,1D
0.9,400,3,0,100,0,253.49,1D
1.1,400,3,0,100,0,328.48,1D
1.2,400,3,0,100,0,355.63,1D
1.3,400,3,0,100,0,375.69,1D
1.4,400,3,0,100,0,389.11,1D
1.5,400,3,0,100,0,396.8,1D
1.6,400,3,0,100,0,399.77,1D
1.7,400,3,0,100,0,399.12,1D
0.7,400,5,0,100,0,130.98,1D
0.8,400,5,0,100,0,178.32,1D
0.9,400,5,0,100,0,224.17,1D
1.1,400,5,0,100,0,301.19,1D
1.2,400,5,0,100,0,329.05,1D
1.3,400,5,0,100,0,349.13,1D
1.4,400,5,0,100,0,361.96,1D
1.5,400,5,0,100,0,368.95,1D
1.6,400,5,0,100,0,371.04,1D
1.7,400,5,0,100,0,369.43,1D
0.7,400,7,0,100,0,113.31,1D
0.8,400,7,0,100,0,157.29,1D
0.9,400,7,0,100,0,200.71,1D
1.1,400,7,0,100,0,277.14,1D
1.2,400,7,0,100,0,305.16,1D
1.3,400,7,0,100,0,324.9,1D
1.4,400,7,0,100,0,337.18,1D
1.5,400,7,0,100,0,343.28,1D
1.6,400,7,0,100,0,344.65,1D
1.7,400,7,0,100,0,342.32,1D
0.7,400,9,0,100,0,100.12,1D
0.8,400,9,0,100,0,140.75,1D
0.9,400,9,0,100,0,182.2,1D
1.1,400,9,0,100,0,256.69,1D
1.2,400,9,0,100,0,284.14,1D
1.3,400,9,0,100,0,303.04,1D
1.4,400,9,0,100,0,314.5,1D
1.5,400,9,0,100,0,319.87,1D
1.6,400,9,0,100,0,320.63,1D
1.7,400,9,0,100,0,317.81,1D
0.7,420,3,0,100,0,174.63,1D
0.8,420,3,0,100,0,228.46,1D
0.9,420,3,0,100,0,277.81,1D
1.1,420,3,0,100,0,357.12,1D
1.2,420,3,0,100,0,385.73,1D
1.3,420,3,0,100,0,406.95,1D
1.4,420,3,0,100,0,421.33,1D
1.5,420,3,0,100,0,429.71,1D
1.6,420,3,0,100,0,433.16,1D
1.7,420,3,0,100,0,432.71,1D
0.7,420,5,0,100,0,146.12,1D
0.8,420,5,0,100,0,197.5,1D
0.9,420,5,0,100,0,246.69,1D
1.1,420,5,0,100,0,328.42,1D
1.2,420,5,0,100,0,358.01,1D
1.3,420,5,0,100,0,379.39,1D
1.4,420,5,0,100,0,393.27,1D
1.5,420,5,0,100,0,400.94,1D
1.6,420,5,0,100,0,403.51,1D
1.7,420,5,0,100,0,402.17,1D
0.7,420,7,0,100,0,126.58,1D
0.8,420,7,0,100,0,174.44,1D
0.9,420,7,0,100,0,221.43,1D
1.1,420,7,0,100,0,302.86,1D
1.2,420,7,0,100,0,332.62,1D
1.3,420,7,0,100,0,353.75,1D
1.4,420,7,0,100,0,367.07,1D
1.5,420,7,0,100,0,373.93,1D
1.6,420,7,0,100,0,375.62,1D
1.7,420,7,0,100,0,373.5,1D
0.7,420,9,0,100,0,112.25,1D
0.8,420,9,0,100,0,156.53,1D
0.9,420,9,0,100,0,201.31,1D
1.1,420,9,0,100,0,280.96,1D
1.2,420,9,0,100,0,310.25,1D
1.3,420,9,0,100,0,330.71,1D
1.4,420,9,0,100,0,343.13,1D
1.5,420,9,0,100,0,349.16,1D
1.6,420,9,0,100,0,350.3,1D
1.7,420,9,0,100,0,347.53,1D
0.7,440,3,0,100,0,193.93,1D
0.8,440,3,0,100,0,251.39,1D
0.9,440,3,0,100,0,303.76,1D
1.1,440,3,0,100,0,387.31,1D
1.2,440,3,0,100,0,417.31,1D
1.3,440,3,0,100,0,439.79,1D
1.4,440,3,0,100,0,455.09,1D
1.5,440,3,0,100,0,464.17,1D
1.6,440,3,0,100,0,468.1,1D
1.7,440,3,0,100,0,468.01,1D
0.7,440,5,0,100,0,162.83,1D
0.8,440,5,0,100,0,218.19,1D
0.9,440,5,0,100,0,270.58,1D
1.1,440,5,0,100,0,357.23,1D
1.2,440,5,0,100,0,388.4,1D
1.3,440,5,0,100,0,411.18,1D
1.4,440,5,0,100,0,426.13,1D
1.5,440,5,0,100,0,434.53,1D
1.6,440,5,0,100,0,437.56,1D
1.7,440,5,0,100,0,436.46,1D
0.7,440,7,0,100,0,141.26,1D
0.8,440,7,0,100,0,193.16,1D
0.9,440,7,0,100,0,243.45,1D
1.1,440,7,0,100,0,330.03,1D
1.2,440,7,0,100,0,361.6,1D
1.3,440,7,0,100,0,384.16,1D
1.4,440,7,0,100,0,398.53,1D
1.5,440,7,0,100,0,406.09,1D
1.6,440,7,0,100,0,408.28,1D
1.7,440,7,0,100,0,406.4,1D
0.7,440,9,0,100,0,125.45,1D
0.8,440,9,0,100,0,173.49,1D
0.9,440,9,0,100,0,221.82,1D
1.1,440,9,0,100,0,306.75,1D
1.2,440,9,0,100,0,337.88,1D
1.3,440,9,0,100,0,359.73,1D
1.4,440,9,0,100,0,373.27,1D
1.5,440,9,0,100,0,380.04,1D
1.6,440,9,0,100,0,381.52,1D
1.7,440,9,0,100,0,379.01,1D
0.7,460,3,0,100,0,214.47,1D
0.8,460,3,0,100,0,275.91,1D
0.9,460,3,0,100,0,331.23,1D
1.1,460,3,0,100,0,419.03,1D
1.2,460,3,0,100,0,450.67,1D
1.3,460,3,0,100,0,474.24,1D
1.4,460,3,0,100,0,490.5,1D
1.5,460,3,0,100,0,500.32,1D
1.6,460,3,0,100,0,504.72,1D
1.7,460,3,0,100,0,505.03,1D
0.7,460,5,0,100,0,180.9,1D
0.8,460,5,0,100,0,240.38,1D
0.9,460,5,0,100,0,296,1D
1.1,460,5,0,100,0,387.49,1D
1.2,460,5,0,100,0,420.48,1D
1.3,460,5,0,100,0,444.55,1D
1.4,460,5,0,100,0,460.57,1D
1.5,460,5,0,100,0,469.74,1D
1.6,460,5,0,100,0,473.28,1D
1.7,460,5,0,100,0,472.34,1D
0.7,460,7,0,100,0,157.41,1D
0.8,460,7,0,100,0,213.12,1D
0.9,460,7,0,100,0,267,1D
1.1,460,7,0,100,0,358.71,1D
1.2,460,7,0,100,0,392.15,1D
1.3,460,7,0,100,0,416.14,1D
1.4,460,7,0,100,0,431.57,1D
1.5,460,7,0,100,0,439.86,1D
1.6,460,7,0,100,0,442.55,1D
1.7,460,7,0,100,0,440.89,1D
0.7,460,9,0,100,0,139.75,1D
0.8,460,9,0,100,0,191.65,1D
0.9,460,9,0,100,0,243.84,1D
1.1,460,9,0,100,0,334.07,1D
1.2,460,9,0,100,0,366.99,1D
1.3,460,9,0,100,0,390.33,1D
1.4,460,9,0,100,0,405.03,1D
1.5,460,9,0,100,0,412.51,1D
1.6,460,9,0,100,0,414.45,1D
1.7,460,9,0,100,0,412.16,1D
0.7,480,3,0,100,0,236.84,1D
0.8,480,3,0,100,0,302.09,1D
0.9,480,3,0,100,0,360.32,1D
1.1,480,3,0,100,0,452.38,1D
1.2,480,3,0,100,0,485.44,1D
1.3,480,3,0,100,0,510.31,1D
1.4,480,3,0,100,0,527.5,1D
1.5,480,3,0,100,0,538.14,1D
1.6,480,3,0,100,0,543.07,1D
1.7,480,3,0,100,0,543.42,1D
0.7,480,5,0,100,0,200.51,1D
0.8,480,5,0,100,0,263.8,1D
0.9,480,5,0,100,0,323.12,1D
1.1,480,5,0,100,0,419.37,1D
1.2,480,5,0,100,0,454.11,1D
1.3,480,5,0,100,0,479.54,1D
1.4,480,5,0,100,0,496.52,1D
1.5,480,5,0,100,0,506.39,1D
1.6,480,5,0,100,0,510.47,1D
1.7,480,5,0,100,0,509.88,1D
0.7,480,7,0,100,0,174.85,1D
0.8,480,7,0,100,0,234.8,1D
0.9,480,7,0,100,0,292.25,1D
1.1,480,7,0,100,0,389.1,1D
1.2,480,7,0,100,0,424.29,1D
1.3,480,7,0,100,0,449.66,1D
1.4,480,7,0,100,0,466.16,1D
1.5,480,7,0,100,0,475.21,1D
1.6,480,7,0,100,0,478.41,1D
1.7,480,7,0,100,0,477,1D
0.7,480,9,0,100,0,155.57,1D
0.8,480,9,0,100,0,211.57,1D
0.9,480,9,0,100,0,267.18,1D
1.1,480,9,0,100,0,362.9,1D
1.2,480,9,0,100,0,397.77,1D
1.3,480,9,0,100,0,422.58,1D
1.4,480,9,0,100,0,438.35,1D
1.5,480,9,0,100,0,446.61,1D
1.6,480,9,0,100,0,449.05,1D
1.7,480,9,0,100,0,447.01,1D
0.7,500,3,0,100,0,260.77,1D
0.8,500,3,0,100,0,329.77,1D
0.9,500,3,0,100,0,390.98,1D
1.1,500,3,0,100,0,487.21,1D
1.2,500,3,0,100,0,521.75,1D
1.3,500,3,0,100,0,547.9,1D
1.4,500,3,0,100,0,566.02,1D
1.5,500,3,0,100,0,577.37,1D
1.6,500,3,0,100,0,582.87,1D
1.7,500,3,0,100,0,583.63,1D
0.7,500,5,0,100,0,221.63,1D
0.8,500,5,0,100,0,289.23,1D
0.9,500,5,0,100,0,351.81,1D
1.1,500,5,0,100,0,453,1D
1.2,500,5,0,100,0,489.3,1D
1.3,500,5,0,100,0,516.14,1D
1.4,500,5,0,100,0,534.14,1D
1.5,500,5,0,100,0,544.89,1D
1.6,500,5,0,100,0,549.43,1D
1.7,500,5,0,100,0,549.15,1D
0.7,500,7,0,100,0,193.74,1D
0.8,500,7,0,100,0,258.14,1D
0.9,500,7,0,100,0,319.16,1D
1.1,500,7,0,100,0,421.1,1D
1.2,500,7,0,100,0,458.1,1D
1.3,500,7,0,100,0,484.86,1D
1.4,500,7,0,100,0,502.54,1D
1.5,500,7,0,100,0,512.4,1D
1.6,500,7,0,100,0,516.12,1D
1.7,500,7,0,100,0,514.95,1D
0.7,500,9,0,100,0,172.39,1D
0.8,500,9,0,100,0,232.93,1D
0.9,500,9,0,100,0,292.27,1D
1.1,500,9,0,100,0,393.37,1D
1.2,500,9,0,100,0,430.24,1D
1.3,500,9,0,100,0,456.55,1D
1.4,500,9,0,100,0,473.4,1D
1.5,500,9,0,100,0,482.49,1D
1.6,500,9,0,100,0,485.44,1D
1.7,500,9,0,100,0,483.6,1D
0.8,400,3,100,0,0,4.08,1D
0.9,400,3,100,0,0,6.36,1D
1.1,400,3,100,0,0,10.23,1D
1.2,400,3,100,0,0,9.75,1D
0.8,400,5,100,0,0,3.88,1D
0.9,400,5,100,0,0,5.51,1D
1.1,400,5,100,0,0,8.72,1D
1.2,400,5,100,0,0,8.24,1D
0.8,500,3,100,0,0,8.7,1D
0.9,500,3,100,0,0,11.62,1D
1.1,500,3,100,0,0,16.76,1D
1.2,500,3,100,0,0,16.22,1D
0.8,500,5,100,0,0,7.44,1D
0.9,500,5,100,0,0,9.9,1D
1.1,500,5,100,0,0,14.45,1D
1.2,500,5,100,0,0,13.81,1D
1.1,473,5,100,0,0,13,1D
1.1,473,5,95,5,0,14.5,1D
1.1,473,5,90,10,0,16,1D
1.1,473,5,80,20,0,19.8,1D
1.1,473,7,100,0,0,10.9,1D
1.1,473,7,95,5,0,12.5,1D
1.1,473,7,90,10,0,13.5,1D
1.1,473,7,80,20,0,17.7,1D
1.1,473,10,100,0,0,7.68,1D
0.8,473,3,100,0,0,7.41,1D
0.9,473,3,100,0,0,9.35,1D
1.1,473,3,100,0,0,15.2,1D
1.2,473,3,100,0,0,15.1,1D
1.3,473,3,100,0,0,13.5,1D
1.4,473,3,100,0,0,11.6,1D
0.8,473,3,90,10,0,10.1,1D
0.9,473,3,90,10,0,12.4,1D
1.1,473,3,90,10,0,19.7,1D
1.2,473,3,90,10,0,19.8,1D
1.3,473,3,90,10,0,18.1,1D
1.4,473,3,90,10,0,16.2,1D
1.1,473,3,95,5,0,17.3,1D
1.1,473,3,80,20,0,24.4,1D
1.1,473,3,70,30,0,31.5,1D
0.8,343,3,70,30,0,8.4,1D
0.9,343,3,70,30,0,11,1D
1.1,343,3,70,30,0,14,1D
1.2,343,3,70,30,0,14,1D
1.3,343,3,70,30,0,13,1D
0.8,343,5,70,30,0,7.4,1D
0.9,343,5,70,30,0,7.8,1D
1.1,343,5,70,30,0,10.3,1D
1.2,343,5,70,30,0,10.2,1D
1.3,343,5,70,30,0,9.5,1D
0.8,393,3,70,30,0,11.1,1D
0.9,393,3,70,30,0,13.6,1D
1.1,393,3,70,30,0,17.9,1D
1.2,393,3,70,30,0,17.1,1D
1.3,393,3,70,30,0,15.9,1D
0.8,443,3,70,30,0,14.9,1D
0.9,443,3,70,30,0,18.3,1D
1.1,443,3,70,30,0,23.5,1D
1.2,443,3,70,30,0,21.8,1D
1.3,443,3,70,30,0,20.3,1D
0.8,393,5,70,30,0,9.8,1D
0.9,393,5,70,30,0,11,1D
1.1,393,5,70,30,0,13.2,1D
1.2,393,5,70,30,0,12.9,1D
1.3,393,5,70,30,0,12.1,1D
0.8,343,5,70,30,0,7.27,1D
0.9,343,5,70,30,0,7.7,1D
1.1,343,5,70,30,0,10.3,1D
1.2,343,5,70,30,0,10.1,1D
1.3,343,5,70,30,0,9.45,1D
0.8,393,5,70,30,0,9.85,1D
0.9,393,5,70,30,0,10.8,1D
1.1,393,5,70,30,0,13.2,1D
1.2,393,5,70,30,0,13.1,1D
1.3,393,5,70,30,0,11.9,1D
0.8,443,5,70,30,0,11.8,1D
0.9,443,5,70,30,0,14,1D
1.1,443,5,70,30,0,18.1,1D
1.2,443,5,70,30,0,17.7,1D
1.3,443,5,70,30,0,16.1,1D
0.5,350,2,0,100,0,60.6,1D
0.6,350,2,0,100,0,116,1D
0.8,350,2,0,100,0,200,1D
1.2,350,2,0,100,0,310,1D
1.4,350,2,0,100,0,338,1D
1.6,350,2,0,100,0,354,1D
0.52,400,2,0,100,0,66.2,1D
0.63,400,2,0,100,0,129,1D
0.8,400,2,0,100,0,214,1D
1.2,400,2,0,100,0,340,1D
1.4,400,2,0,100,0,387,1D
1.6,400,2,0,100,0,404,1D
0.5,450,2,0,100,0,71.7,1D
0.6,450,2,0,100,0,141,1D
0.8,450,2,0,100,0,237,1D
1.2,450,2,0,100,0,365,1D
1.4,450,2,0,100,0,411,1D
1.6,450,2,0,100,0,433,1D
0.5,373,5,0,100,0,82,1D
0.7,373,5,0,100,0,218,1D
0.9,373,5,0,100,0,310,1D
1.1,373,5,0,100,0,389,1D
1.4,373,5,0,100,0,410,1D
1.7,373,5,0,100,0,426,1D
0.5,443,5,0,100,0,136,1D
0.8,443,5,0,100,0,354,1D
1.1,443,5,0,100,0,498,1D
1.7,443,5,0,100,0,549,1D
0.5,450,2,0,80,20,36.89,1D
0.8,450,2,0,80,20,129.79,1D
1.1,450,2,0,80,20,193.994,1D
1.4,450,2,0,80,20,168.44,1D
1.7,450,2,0,80,20,75.57,1D
0.5,450,4,0,80,20,23.19,1D
0.8,450,4,0,80,20,100.74,1D
1.1,450,4,0,80,20,158.89,1D
1.4,450,4,0,80,20,125.16,1D
1.7,450,4,0,80,20,58.51,1D
0.5,450,6,0,80,20,16.49,1D
0.8,450,6,0,80,20,84.4,1D
1.1,450,6,0,80,20,138.43,1D
1.4,450,6,0,80,20,101.32,1D
1.7,450,6,0,80,20,52.02,1D
0.5,450,8,0,80,20,12.67,1D
0.8,450,8,0,80,20,73.31,1D
1.1,450,8,0,80,20,124.3,1D
1.4,450,8,0,80,20,86.64,1D
1.7,450,8,0,80,20,48.33,1D
0.5,450,10,0,80,20,10.34,1D
0.8,450,10,0,80,20,65.5,1D
1.1,450,10,0,80,20,113.61,1D
1.4,450,10,0,80,20,77.08,1D
1.7,450,10,0,80,20,46.02,1D
0.5,500,2,0,80,20,50.93,1D
0.8,500,2,0,80,20,162.32,1D
1.1,500,2,0,80,20,235.02,1D
1.4,500,2,0,80,20,207.87,1D
1.7,500,2,0,80,20,98.07,1D
0.5,500,4,0,80,20,32.98,1D
0.8,500,4,0,80,20,126.71,1D
1.1,500,4,0,80,20,193.88,1D
1.4,500,4,0,80,20,158.03,1D
1.7,500,4,0,80,20,75.09,1D
0.5,500,6,0,80,20,23.92,1D
0.8,500,6,0,80,20,106.87,1D
1.1,500,6,0,80,20,169.73,1D
1.4,500,6,0,80,20,129.8,1D
1.7,500,6,0,80,20,66.38,1D
0.5,500,8,0,80,20,18.61,1D
0.8,500,8,0,80,20,93.38,1D
1.1,500,8,0,80,20,152.85,1D
1.4,500,8,0,80,20,111.91,1D
1.7,500,8,0,80,20,61.54,1D
0.5,500,10,0,80,20,15.23,1D
0.8,500,10,0,80,20,83.48,1D
1.1,500,10,0,80,20,140.12,1D
1.4,500,10,0,80,20,99.78,1D
1.7,500,10,0,80,20,58.5,1D
0.5,550,2,0,80,20,69.14,1D
0.8,550,2,0,80,20,200.44,1D
1.1,550,2,0,80,20,281.4,1D
1.4,550,2,0,80,20,252.58,1D
1.7,550,2,0,80,20,126.34,1D
0.5,550,4,0,80,20,45.59,1D
0.8,550,4,0,80,20,157.85,1D
1.1,550,4,0,80,20,233.99,1D
1.4,550,4,0,80,20,196.06,1D
1.7,550,4,0,80,20,95.33,1D
0.5,550,6,0,80,20,33.73,1D
0.8,550,6,0,80,20,133.68,1D
1.1,550,6,0,80,20,205.62,1D
1.4,550,6,0,80,20,163.25,1D
1.7,550,6,0,80,20,83.83,1D
0.5,550,8,0,80,20,26.54,1D
0.8,550,8,0,80,20,117.19,1D
1.1,550,8,0,80,20,185.7,1D
1.4,550,8,0,80,20,142,1D
1.7,550,8,0,80,20,77.51,1D
0.5,550,10,0,80,20,21.79,1D
0.8,550,10,0,80,20,105.05,1D
1.1,550,10,0,80,20,170.66,1D
1.4,550,10,0,80,20,127.03,1D
1.7,550,10,0,80,20,73.53,1D
0.5,600,2,0,80,20,91.93,1D
0.8,600,2,0,80,20,244.86,1D
1.1,600,2,0,80,20,333.7,1D
1.4,600,2,0,80,20,303.1,1D
1.7,600,2,0,80,20,162.09,1D
0.5,600,4,0,80,20,61.87,1D
0.8,600,4,0,80,20,194.35,1D
1.1,600,4,0,80,20,279.33,1D
1.4,600,4,0,80,20,239.45,1D
1.7,600,4,0,80,20,119.94,1D
0.5,600,6,0,80,20,46.55,1D
0.8,600,6,0,80,20,165.26,1D
1.1,600,6,0,80,20,246.6,1D
1.4,600,6,0,80,20,202.07,1D
1.7,600,6,0,80,20,104.97,1D
0.5,600,8,0,80,20,37.12,1D
0.8,600,8,0,80,20,145.46,1D
1.1,600,8,0,80,20,223.41,1D
1.4,600,8,0,80,20,177.07,1D
1.7,600,8,0,80,20,96.73,1D
0.5,600,10,0,80,20,30.73,1D
0.8,600,10,0,80,20,131,1D
1.1,600,10,0,80,20,205.87,1D
1.4,600,10,0,80,20,159.24,1D
1.7,600,10,0,80,20,91.56,1D
0.5,650,2,0,80,20,120.95,1D
0.8,650,2,0,80,20,296.13,1D
1.1,650,2,0,80,20,392.2,1D
1.4,650,2,0,80,20,359.78,1D
1.7,650,2,0,80,20,206.19,1D
0.5,650,4,0,80,20,83.09,1D
0.8,650,4,0,80,20,237.12,1D
1.1,650,4,0,80,20,330.82,1D
1.4,650,4,0,80,20,288.86,1D
1.7,650,4,0,80,20,150.07,1D
0.5,650,6,0,80,20,63.51,1D
0.8,650,6,0,80,20,202.69,1D
1.1,650,6,0,80,20,293.27,1D
1.4,650,6,0,80,20,246.52,1D
1.7,650,6,0,80,20,130.43,1D
0.5,650,8,0,80,20,51.09,1D
0.8,650,8,0,80,20,179.17,1D
1.1,650,8,0,80,20,266.43,1D
1.4,650,8,0,80,20,217.64,1D
1.7,650,8,0,80,20,119.85,1D
0.5,650,10,0,80,20,42.69,1D
0.8,650,10,0,80,20,161.61,1D
1.1,650,10,0,80,20,246.07,1D
1.4,650,10,0,80,20,196.71,1D
1.7,650,10,0,80,20,113.2,1D
0.5,700,2,0,80,20,157.41,1D
0.8,700,2,0,80,20,355.26,1D
1.1,700,2,0,80,20,457.85,1D
1.4,700,2,0,80,20,423.17,1D
1.7,700,2,0,80,20,258.36,1D
0.5,700,4,0,80,20,109.82,1D
0.8,700,4,0,80,20,286.89,1D
1.1,700,4,0,80,20,389.03,1D
1.4,700,4,0,80,20,344.72,1D
1.7,700,4,0,80,20,186.6,1D
0.5,700,6,0,80,20,84.36,1D
0.8,700,6,0,80,20,246.39,1D
1.1,700,6,0,80,20,346.08,1D
1.4,700,6,0,80,20,297.15,1D
1.7,700,6,0,80,20,161.09,1D
0.5,700,8,0,80,20,68.68,1D
0.8,700,8,0,80,20,218.86,1D
1.1,700,8,0,80,20,315.59,1D
1.4,700,8,0,80,20,264.27,1D
1.7,700,8,0,80,20,147.43,1D
0.5,700,10,0,80,20,57.74,1D
0.8,700,10,0,80,20,197.86,1D
1.1,700,10,0,80,20,292.1,1D
1.4,700,10,0,80,20,240.01,1D
1.7,700,10,0,80,20,138.95,1D
0.5,750,2,0,80,20,203.22,1D
0.8,750,2,0,80,20,423,1D
1.1,750,2,0,80,20,531.04,1D
1.4,750,2,0,80,20,493.6,1D
1.7,750,2,0,80,20,318.87,1D
0.5,750,4,0,80,20,143.31,1D
0.8,750,4,0,80,20,344.66,1D
1.1,750,4,0,80,20,454.34,1D
1.4,750,4,0,80,20,407.33,1D
1.7,750,4,0,80,20,230.94,1D
0.5,750,6,0,80,20,111.73,1D
0.8,750,6,0,80,20,297.74,1D
1.1,750,6,0,80,20,405.79,1D
1.4,750,6,0,80,20,354.43,1D
1.7,750,6,0,80,20,197.91,1D
0.5,750,8,0,80,20,91.75,1D
0.8,750,8,0,80,20,265.11,1D
1.1,750,8,0,80,20,371.21,1D
1.4,750,8,0,80,20,317.41,1D
1.7,750,8,0,80,20,180.5,1D
0.5,750,10,0,80,20,77.7,1D
0.8,750,10,0,80,20,240.54,1D
1.1,750,10,0,80,20,344.62,1D
1.4,750,10,0,80,20,289.82,1D
1.7,750,10,0,80,20,169.57,1D
0.5,450,4,0,85,15,28.14,1D
0.8,450,4,0,85,15,120.35,1D
1.1,450,4,0,85,15,194.34,1D
1.4,450,4,0,85,15,170.97,1D
1.7,450,4,0,85,15,81.03,1D
0.5,450,6,0,85,15,19.95,1D
0.8,450,6,0,85,15,100.63,1D
1.1,450,6,0,85,15,170.12,1D
1.4,450,6,0,85,15,141.28,1D
1.7,450,6,0,85,15,70.56,1D
0.5,450,8,0,85,15,15.19,1D
0.8,450,8,0,85,15,87.43,1D
1.1,450,8,0,85,15,152.8,1D
1.4,450,8,0,85,15,121.76,1D
1.7,450,8,0,85,15,64.91,1D
0.5,450,10,0,85,15,12.25,1D
0.8,450,10,0,85,15,77.64,1D
1.1,450,10,0,85,15,139.65,1D
1.4,450,10,0,85,15,107.94,1D
1.7,450,10,0,85,15,61.2,1D
0.5,500,4,0,85,15,39.77,1D
0.8,500,4,0,85,15,151.76,1D
1.1,500,4,0,85,15,237.07,1D
1.4,500,4,0,85,15,213.06,1D
1.7,500,4,0,85,15,104.45,1D
0.5,500,6,0,85,15,28.78,1D
0.8,500,6,0,85,15,127.7,1D
1.1,500,6,0,85,15,208.48,1D
1.4,500,6,0,85,15,178.64,1D
1.7,500,6,0,85,15,90.45,1D
0.5,500,8,0,85,15,22.27,1D
0.8,500,8,0,85,15,111.42,1D
1.1,500,8,0,85,15,187.85,1D
1.4,500,8,0,85,15,155.33,1D
1.7,500,8,0,85,15,82.81,1D
0.5,500,10,0,85,15,18.08,1D
0.8,500,10,0,85,15,99.27,1D
1.1,500,10,0,85,15,172.18,1D
1.4,500,10,0,85,15,138.57,1D
1.7,500,10,0,85,15,78.01,1D
0.5,550,4,0,85,15,54.87,1D
0.8,550,4,0,85,15,189.24,1D
1.1,550,4,0,85,15,285.71,1D
1.4,550,4,0,85,15,261.12,1D
1.7,550,4,0,85,15,133.63,1D
0.5,550,6,0,85,15,40.56,1D
0.8,550,6,0,85,15,160.18,1D
1.1,550,6,0,85,15,252.34,1D
1.4,550,6,0,85,15,221.78,1D
1.7,550,6,0,85,15,114.74,1D
0.5,550,8,0,85,15,31.72,1D
0.8,550,8,0,85,15,140.18,1D
1.1,550,8,0,85,15,228.13,1D
1.4,550,8,0,85,15,194.46,1D
1.7,550,8,0,85,15,104.64,1D
0.5,550,10,0,85,15,25.96,1D
0.8,550,10,0,85,15,125.43,1D
1.1,550,10,0,85,15,209.67,1D
1.4,550,10,0,85,15,174.59,1D
1.7,550,10,0,85,15,98.2,1D
0.5,600,4,0,85,15,74.9,1D
0.8,600,4,0,85,15,233.29,1D
1.1,600,4,0,85,15,340.89,1D
1.4,600,4,0,85,15,315.7,1D
1.7,600,4,0,85,15,169.76,1D
0.5,600,6,0,85,15,56.33,1D
0.8,600,6,0,85,15,198.4,1D
1.1,600,6,0,85,15,302.46,1D
1.4,600,6,0,85,15,271.18,1D
1.7,600,6,0,85,15,144.27,1D
0.5,600,8,0,85,15,44.66,1D
0.8,600,8,0,85,15,174.74,1D
1.1,600,8,0,85,15,274.36,1D
1.4,600,8,0,85,15,239.7,1D
1.7,600,8,0,85,15,131.04,1D
0.5,600,10,0,85,15,36.72,1D
0.8,600,10,0,85,15,156.38,1D
1.1,600,10,0,85,15,252.83,1D
1.4,600,10,0,85,15,216.37,1D
1.7,600,10,0,85,15,122.62,1D
0.5,650,4,0,85,15,100.32,1D
0.8,650,4,0,85,15,284.98,1D
1.1,650,4,0,85,15,403.14,1D
1.4,650,4,0,85,15,377.5,1D
1.7,650,4,0,85,15,214.6,1D
0.5,650,6,0,85,15,75.89,1D
0.8,650,6,0,85,15,243.87,1D
1.1,650,6,0,85,15,359.27,1D
1.4,650,6,0,85,15,327.43,1D
1.7,650,6,0,85,15,180.12,1D
0.5,650,8,0,85,15,60.93,1D
0.8,650,8,0,85,15,215.25,1D
1.1,650,8,0,85,15,327.12,1D
1.4,650,8,0,85,15,291.6,1D
1.7,650,8,0,85,15,162.73,1D
0.5,650,10,0,85,15,50.52,1D
0.8,650,10,0,85,15,193.58,1D
1.1,650,10,0,85,15,302.26,1D
1.4,650,10,0,85,15,264.79,1D
1.7,650,10,0,85,15,151.88,1D
0.5,700,4,0,85,15,132.18,1D
0.8,700,4,0,85,15,345.53,1D
1.1,700,4,0,85,15,473.25,1D
1.4,700,4,0,85,15,446.72,1D
1.7,700,4,0,85,15,270.14,1D
0.5,700,6,0,85,15,102,1D
0.8,700,6,0,85,15,297.36,1D
1.1,700,6,0,85,15,423.64,1D
1.4,700,6,0,85,15,391,1D
1.7,700,6,0,85,15,223.63,1D
0.5,700,8,0,85,15,82.59,1D
0.8,700,8,0,85,15,263.45,1D
1.1,700,8,0,85,15,387.15,1D
1.4,700,8,0,85,15,350.59,1D
1.7,700,8,0,85,15,201.04,1D
0.5,700,10,0,85,15,69.09,1D
0.8,700,10,0,85,15,237.63,1D
1.1,700,10,0,85,15,358.54,1D
1.4,700,10,0,85,15,320.2,1D
1.7,700,10,0,85,15,186.98,1D
0.5,750,4,0,85,15,173.3,1D
